id,St_Racuna,Sifra_Kupca,Datum_Storitve,Knjizenje,Znesek,Fakturiral,Izvajalec
4136,37537,16566,2.12.2014,1,23.00,107,026
4137,29652,552764,2.10.2014,1,20.00,063,015
4138,35431,582713,18.11.2014,1,16.00,063,011
4139,37691,556903,3.12.2014,0,10.00,037,013
4140,34388,517913,5.11.2014,0,6.30,037,022
4141,30721,516389,14.10.2014,1,37.00,063,007
4142,37798,516207,3.12.2014,1,26.00,063,028
4143,37517,16567,2.12.2014,0,23.00,037,026
4144,37692,552778,3.12.2014,0,20.00,037,013
4145,30198,582809,9.10.2014,1,16.00,063,064
4146,39823,556947,12.12.2014,1,10.00,063,022
4147,41073,518550,1.12.2014,0,6.30,037,007
4148,38935,516526,10.12.2014,1,37.00,107,027
4149,37804,516214,3.12.2014,1,26.00,063,028
4150,40502,16589,22.12.2014,0,23.00,037,072
4151,38989,553010,10.12.2014,1,20.00,107,042
4152,32376,583116,23.10.2014,1,16.00,063,064
4153,37862,557221,4.12.2014,0,10.00,037,013
4154,39602,518743,12.12.2014,0,6.30,037,024
4155,38937,516527,10.12.2014,1,37.00,107,027
4156,33801,516231,6.11.2014,1,26.00,107,028
4157,33144,16592,30.10.2014,1,23.00,063,015
4158,32258,553150,29.10.2014,0,20.00,037,021
4159,31487,583295,16.10.2014,1,16.00,063,064
4160,37346,557338,2.12.2014,1,10.00,107,027
4161,39604,518798,12.12.2014,0,6.30,037,024
4162,39240,516638,12.12.2014,1,37.00,107,027
4163,33800,516232,6.11.2014,1,26.00,107,028
4164,39716,16603,17.12.2014,0,23.00,037,005
4165,37790,553449,3.12.2014,1,20.00,063,007
4166,30883,583296,13.10.2014,1,16.00,063,064
4167,33001,557341,28.10.2014,1,10.00,107,027
4168,37052,518870,18.11.2014,0,6.30,037,075
4169,53,516723,5.1.2015,0,37.00,037,017
4170,31219,516481,21.10.2014,0,26.00,037,027
4171,821,16608,15.1.2015,0,23.00,037,005
4172,34050,553548,4.11.2014,1,20.00,063,031
4173,29375,583472,2.10.2014,0,16.00,037,064
4174,37857,557569,4.12.2014,0,10.00,037,013
4175,33567,518931,29.10.2014,0,6.30,037,027
4176,33266,516741,29.10.2014,1,37.00,108,007
4177,40366,516541,19.12.2014,1,26.00,107,027
4178,1523,16613,12.1.2015,1,23.00,063,064
4179,32825,553571,3.11.2014,0,20.00,037,022
4180,35428,583942,18.11.2014,1,16.00,063,011
4181,158,557922,7.1.2015,0,10.00,037,027
4182,35170,518952,11.11.2014,0,6.30,014,075
4183,33267,516761,29.10.2014,1,37.00,108,007
4184,38787,516636,11.12.2014,1,26.00,063,075
4185,324,64471,9.1.2015,0,23.00,037,013
4186,40616,553675,22.12.2014,0,20.00,037,022
4187,29694,584612,2.10.2014,1,16.00,063,064
4188,36573,558474,20.11.2014,1,10.00,107,022
4189,35010,518971,7.11.2014,0,6.30,014,075
4190,32339,516964,27.10.2014,1,37.00,063,027
4191,32622,516729,24.10.2014,1,26.00,063,022
4192,36965,16617,27.11.2014,0,23.00,037,018
4193,38285,553893,5.12.2014,0,20.00,037,018
4194,725,584626,5.1.2015,1,16.00,063,064
4195,365,559311,9.1.2015,0,10.00,037,021
4196,35167,519011,10.11.2014,0,6.30,014,075
4197,1102,517353,12.1.2015,1,37.00,063,027
4198,34510,517287,6.11.2014,1,26.00,063,022
4199,33866,16620,12.11.2014,0,23.00,037,028
4200,37709,554123,3.12.2014,0,20.00,037,007
4201,1197,584947,9.1.2015,1,16.00,063,064
4202,30545,559384,10.10.2014,1,10.00,063,015
4203,40765,519049,18.12.2014,0,6.30,037,075
4204,33400,517370,3.11.2014,1,37.00,063,007
4205,39409,517513,15.12.2014,1,26.00,107,028
4206,40249,16623,19.12.2014,0,23.00,037,072
4207,30844,555453,10.10.2014,1,20.00,063,026
4208,1584,584992,17.1.2015,1,16.00,063,064
4209,29880,559864,3.10.2014,1,10.00,063,026
4210,144,519081,7.1.2015,0,6.30,037,075
4211,33397,517373,3.11.2014,1,37.00,063,007
4212,33902,517684,5.11.2014,1,26.00,107,007
4213,38979,16626,10.12.2014,1,23.00,107,008
4214,31345,555488,17.10.2014,1,20.00,063,015
4215,38745,585169,9.12.2014,1,16.00,063,076
4216,38355,560079,8.12.2014,1,10.00,107,005
4217,39591,519107,16.12.2014,0,6.30,037,028
4218,39887,517518,18.12.2014,1,37.00,063,075
4219,34512,517935,7.11.2014,1,26.00,063,022
4220,33124,16631,3.11.2014,1,23.00,063,072
4221,33451,555574,4.11.2014,1,20.00,063,028
4222,30303,585753,8.10.2014,1,16.00,063,064
4223,38862,561255,12.12.2014,0,10.00,037,013
4224,41292,519131,23.12.2014,0,6.30,037,027
4225,996,517519,7.1.2015,1,37.00,063,075
4226,34450,517990,7.11.2014,1,26.00,063,075
4227,34051,16636,5.11.2014,1,23.00,063,031
4228,31533,555897,16.10.2014,1,20.00,063,015
4229,30307,585754,8.10.2014,1,16.00,063,064
4230,38259,561268,8.12.2014,0,10.00,037,013
4231,32542,523663,17.10.2014,0,6.30,037,022
4232,39525,517548,16.12.2014,0,37.00,037,028
4233,309,518039,9.1.2015,0,26.00,037,013
4234,39731,16791,16.12.2014,1,23.00,063,042
4235,583,555953,5.1.2015,2,20.00,063,007
4236,41015,585885,23.12.2014,1,16.00,063,064
4237,38476,561269,9.12.2014,0,10.00,037,013
4238,32544,523731,17.10.2014,0,6.30,037,022
4239,33896,517553,5.11.2014,1,37.00,107,007
4240,29574,518056,3.10.2014,0,26.00,037,018
4241,35271,16851,17.11.2014,1,23.00,063,028
4242,39915,555961,17.12.2014,1,20.00,107,007
4243,478,585951,6.1.2015,1,16.00,063,064
4244,35738,561533,20.11.2014,1,10.00,063,007
4245,927,524466,9.1.2015,0,6.30,037,022
4246,33899,517683,5.11.2014,1,37.00,107,007
4247,35059,518116,17.11.2014,0,26.00,014,018
4248,38762,16859,11.12.2014,0,23.00,037,005
4249,1293,555984,10.1.2015,1,20.00,063,041
4250,925,585958,8.1.2015,1,16.00,063,064
4251,39978,561607,17.12.2014,1,10.00,107,027
4252,36472,525021,18.11.2014,0,6.30,014,022
4253,33404,517685,4.11.2014,2,37.00,063,007
4254,1588,518297,16.1.2015,1,26.00,063,027
4255,1703,16876,20.1.2015,0,23.00,037,021
4256,40947,555987,24.12.2014,0,20.00,037,007
4257,30050,586137,3.10.2014,1,16.00,063,076
4258,37148,562017,28.11.2014,0,10.00,037,007
4259,40175,525424,10.12.2014,0,6.30,037,022
4260,40292,517871,18.12.2014,1,37.00,107,018
4261,36150,518509,24.11.2014,1,26.00,107,028
4262,39509,16884,16.12.2014,0,23.00,037,008
4263,39113,555993,10.12.2014,1,20.00,107,007
4264,34077,586158,8.11.2014,1,16.00,063,064
4265,30835,563202,9.10.2014,1,10.00,063,026
4266,40974,525512,18.12.2014,0,6.30,037,022
4267,34516,517959,7.11.2014,1,37.00,063,022
4268,36151,518512,24.11.2014,1,26.00,107,028
4269,39053,16890,11.12.2014,1,23.00,107,028
4270,30422,556017,6.10.2014,1,20.00,063,007
4271,33194,586166,30.10.2014,1,16.00,063,064
4272,30861,563670,13.10.2014,1,10.00,063,026
4273,150,525747,7.1.2015,0,6.30,037,075
4274,31393,518275,21.10.2014,0,37.00,037,018
4275,36453,518516,25.11.2014,1,26.00,063,028
4276,38414,16897,8.12.2014,1,23.00,107,001
4277,35406,556092,19.11.2014,1,20.00,063,008
4278,33736,586167,3.11.2014,1,16.00,063,064
4279,32305,564329,22.10.2014,1,10.00,063,021
4280,149,525748,7.1.2015,0,6.30,037,075
4281,1464,518299,19.1.2015,0,37.00,037,027
4282,40737,518690,24.12.2014,1,26.00,107,027
4283,34319,16899,5.11.2014,1,23.00,107,072
4284,1817,556170,17.1.2015,0,20.00,037,018
4285,32361,586178,27.10.2014,1,16.00,063,064
4286,38697,564637,11.12.2014,0,10.00,037,027
4287,145,525797,7.1.2015,0,6.30,037,075
4288,522,518345,6.1.2015,1,37.00,063,027
4289,39177,518934,15.12.2014,0,26.00,037,013
4290,34776,16903,13.11.2014,2,23.00,063,007
4291,40139,556451,17.12.2014,1,20.00,107,075
4292,32275,586182,29.10.2014,0,16.00,037,064
4293,1443,564774,12.1.2015,1,10.00,063,007
4294,39475,525811,9.12.2014,0,6.30,037,075
4295,40426,518521,22.12.2014,2,37.00,107,075
4296,39491,518939,16.12.2014,0,26.00,037,013
4297,40678,16917,24.12.2014,0,23.00,037,005
4298,41140,556538,30.12.2014,1,20.00,063,075
4299,33738,586187,3.11.2014,1,16.00,063,064
4300,32135,564950,24.10.2014,1,10.00,063,072
4301,39474,525816,9.12.2014,0,6.30,037,075
4302,31928,518532,20.10.2014,1,37.00,063,022
4303,39488,518940,16.12.2014,0,26.00,037,013
4304,38169,16922,6.12.2014,1,23.00,107,008
4305,33382,556567,5.11.2014,1,20.00,063,008
4306,33189,586191,30.10.2014,1,16.00,063,064
4307,37977,565023,2.12.2014,1,10.00,063,022
4308,39753,525861,24.11.2014,0,6.30,037,027
4309,40794,518594,23.12.2014,1,37.00,107,075
4310,33683,518961,11.11.2014,0,26.00,037,075
4311,504,16926,13.1.2015,0,23.00,037,075
4312,33723,556632,30.10.2014,1,20.00,063,021
4313,33012,586197,28.10.2014,1,16.00,107,064
4314,35402,565104,19.11.2014,1,10.00,063,008
4315,37303,526229,13.11.2014,0,6.30,037,018
4316,31282,518619,20.10.2014,2,37.00,063,027
4317,37608,519011,2.12.2014,1,26.00,107,075
4318,35040,16928,17.11.2014,0,23.00,014,013
4319,36107,556713,18.11.2014,1,20.00,107,021
4320,31738,586199,23.10.2014,1,16.00,063,064
4321,35215,565269,13.11.2014,1,10.00,063,022
4322,37306,526236,14.11.2014,0,6.30,037,018
4323,40020,518621,18.12.2014,0,37.00,037,027
4324,40237,519029,19.12.2014,1,26.00,107,075
4325,1766,16947,20.1.2015,0,23.00,037,005
4326,36108,556713,18.11.2014,1,20.00,107,021
4327,33200,586205,30.10.2014,1,16.00,063,064
4328,32132,565416,23.10.2014,1,10.00,063,072
4329,36466,526268,13.11.2014,0,6.30,014,022
4330,33151,518659,28.10.2014,1,37.00,063,022
4331,40516,519122,22.12.2014,1,26.00,010,027
4332,38594,16950,10.12.2014,0,23.00,037,024
4333,38082,556946,4.12.2014,1,20.00,063,075
4334,33192,586207,30.10.2014,1,16.00,063,064
4335,32353,565424,27.10.2014,1,10.00,063,072
4336,32555,526320,13.10.2014,0,6.30,037,022
4337,32896,518884,28.10.2014,1,37.00,063,028
4338,32242,519162,23.10.2014,1,26.00,063,028
4339,38596,16950,10.12.2014,0,23.00,037,024
4340,29895,557619,7.10.2014,1,20.00,063,026
4341,35501,586247,14.11.2014,1,16.00,107,064
4342,32344,565427,27.10.2014,1,10.00,063,072
4343,39865,526320,10.12.2014,0,6.30,037,075
4344,31818,518893,22.10.2014,1,37.00,063,028
4345,40365,519180,19.12.2014,1,26.00,107,027
4346,38602,16950,10.12.2014,0,23.00,037,024
4347,31189,557731,14.10.2014,1,20.00,063,015
4348,36084,586249,19.11.2014,1,16.00,107,064
4349,31284,565434,20.10.2014,1,10.00,063,072
4350,32554,526323,13.10.2014,0,6.30,037,022
4351,41007,518931,23.12.2014,1,37.00,063,027
4352,39923,519182,18.12.2014,0,26.00,037,013
4353,37005,16964,28.11.2014,0,23.00,037,031
4354,39038,557912,11.12.2014,1,20.00,107,027
4355,36086,586256,19.11.2014,1,16.00,107,064
4356,32022,565439,21.10.2014,1,10.00,063,072
4357,38634,526323,10.12.2014,0,6.30,037,075
4358,38120,519073,4.12.2014,1,37.00,063,075
4359,40427,519187,22.12.2014,0,26.00,037,013
4360,36279,16974,24.11.2014,0,23.00,014,042
4361,39241,557916,12.12.2014,1,20.00,107,027
4362,35499,586258,14.11.2014,1,16.00,107,064
4363,31285,565451,20.10.2014,1,10.00,063,072
4364,32553,526325,13.10.2014,0,6.30,037,022
4365,41003,519138,23.12.2014,1,37.00,063,027
4366,40422,519194,22.12.2014,0,26.00,037,013
4367,36281,16975,24.11.2014,0,23.00,014,042
4368,35587,557918,20.11.2014,0,20.00,014,024
4369,35289,586267,17.11.2014,1,16.00,063,064
4370,35810,565561,19.11.2014,1,10.00,063,022
4371,39864,526325,10.12.2014,0,6.30,037,075
4372,38619,519153,10.12.2014,0,37.00,037,028
4373,40420,519197,22.12.2014,0,26.00,037,013
4374,36719,16984,27.11.2014,0,23.00,063,042
4375,41145,558792,30.12.2014,1,20.00,063,027
4376,36985,586332,28.11.2014,1,16.00,107,064
4377,34950,565594,12.11.2014,1,10.00,063,076
4378,789,526746,14.1.2015,0,6.30,037,075
4379,39121,519160,10.12.2014,1,37.00,107,028
4380,34119,523524,11.11.2014,0,26.00,037,022
4381,35636,16990,20.11.2014,0,23.00,014,042
4382,33126,64118,3.11.2014,1,20.00,063,072
4383,36853,586339,27.11.2014,1,16.00,063,064
4384,35869,565685,20.11.2014,1,10.00,063,072
4385,765,526783,6.1.2015,0,6.30,037,075
4386,38618,519161,10.12.2014,0,37.00,037,028
4387,36395,523542,24.11.2014,2,26.00,063,007
4388,35629,16995,20.11.2014,0,23.00,014,042
4389,37637,559348,27.11.2014,1,20.00,063,022
4390,34796,586394,11.11.2014,1,16.00,063,011
4391,32140,565752,24.10.2014,1,10.00,063,072
4392,771,526830,6.1.2015,0,6.30,037,075
4393,40106,519171,18.12.2014,1,37.00,063,027
4394,37808,523563,2.12.2014,0,26.00,037,022
4395,35633,16999,20.11.2014,0,23.00,014,042
4396,32187,559521,29.10.2014,0,20.00,037,005
4397,37369,586405,2.12.2014,1,16.00,107,064
4398,38924,565939,10.12.2014,1,10.00,107,072
4399,36477,526994,19.11.2014,0,6.30,014,013
4400,40372,519176,19.12.2014,1,37.00,107,027
4401,35229,523565,15.11.2014,1,26.00,063,022
4402,39274,17032,13.12.2014,1,23.00,107,008
4403,30856,559891,13.10.2014,1,20.00,063,026
4404,37897,586406,3.12.2014,1,16.00,063,064
4405,34607,565980,13.11.2014,1,10.00,063,072
4406,36478,527028,20.11.2014,0,6.30,014,013
4407,40415,519188,22.12.2014,0,37.00,037,013
4408,34585,523639,11.11.2014,1,26.00,107,007
4409,39974,17037,17.12.2014,1,23.00,107,027
4410,30853,559892,11.10.2014,1,20.00,063,026
4411,37890,586407,3.12.2014,1,16.00,063,064
4412,943,565983,8.1.2015,1,10.00,063,008
4413,38157,527032,26.11.2014,0,6.30,037,013
4414,40414,519191,22.12.2014,0,37.00,037,013
4415,39136,523717,12.12.2014,1,26.00,107,007
4416,29936,17050,7.10.2014,1,23.00,063,075
4417,29394,559905,2.10.2014,0,20.00,037,026
4418,37299,586419,1.12.2014,1,16.00,063,064
4419,35374,566075,17.11.2014,1,10.00,063,008
4420,35707,527237,20.11.2014,0,6.30,014,075
4421,40419,519195,22.12.2014,0,37.00,037,013
4422,37656,524445,28.11.2014,1,26.00,063,022
4423,37531,17056,2.12.2014,0,23.00,037,013
4424,30857,559908,13.10.2014,1,20.00,063,026
4425,36856,586431,27.11.2014,1,16.00,063,064
4426,36529,566077,25.11.2014,1,10.00,063,008
4427,39146,538366,1.12.2014,0,6.30,037,021
4428,35219,523532,13.11.2014,1,37.00,063,022
4429,37807,524492,4.12.2014,0,26.00,037,022
4430,36386,17057,26.11.2014,0,23.00,014,013
4431,32723,560109,24.10.2014,1,20.00,063,001
4432,35879,586476,20.11.2014,1,16.00,063,064
4433,31866,566268,22.10.2014,1,10.00,063,072
4434,38432,538387,28.11.2014,0,6.30,037,021
4435,34630,523533,12.11.2014,1,37.00,063,022
4436,38004,524503,4.12.2014,1,26.00,063,022
4437,39336,17062,15.12.2014,1,23.00,107,001
4438,31000,560305,16.10.2014,1,20.00,063,028
4439,37898,586549,3.12.2014,1,16.00,063,064
4440,36197,566269,24.11.2014,1,10.00,107,008
4441,38434,538389,28.11.2014,0,6.30,037,021
4442,30810,523562,16.10.2014,0,37.00,037,022
4443,37972,524506,5.12.2014,1,26.00,107,022
4444,32862,17068,3.11.2014,0,23.00,037,007
4445,39300,560338,11.12.2014,1,20.00,107,022
4446,35553,588137,14.11.2014,1,16.00,107,008
4447,37378,566289,2.12.2014,1,10.00,107,076
4448,37301,538640,7.11.2014,0,6.30,037,018
4449,31210,523564,20.10.2014,0,37.00,037,022
4450,35449,524963,18.11.2014,1,26.00,063,007
4451,34290,17077,5.11.2014,1,23.00,107,072
4452,35912,560455,21.11.2014,1,20.00,063,007
4453,30413,588198,8.10.2014,1,16.00,063,042
4454,37478,566293,1.12.2014,1,10.00,063,076
4455,37302,538641,7.11.2014,0,6.30,037,018
4456,31914,523566,16.10.2014,1,37.00,063,022
4457,35731,524972,19.11.2014,1,26.00,063,007
4458,1705,17080,20.1.2015,0,23.00,037,001
4459,31346,560643,17.10.2014,1,20.00,063,015
4460,30402,588201,7.10.2014,1,16.00,063,042
4461,39148,566476,12.12.2014,2,10.00,107,075
4462,32873,538990,4.11.2014,0,6.30,037,007
4463,31921,523569,17.10.2014,1,37.00,063,022
4464,38690,525420,10.12.2014,0,26.00,037,022
4465,38205,17093,4.12.2014,1,23.00,107,024
4466,37996,560803,3.12.2014,1,20.00,063,022
4467,34082,588239,8.11.2014,1,16.00,063,064
4468,1045,566567,7.1.2015,1,10.00,063,076
4469,40721,539000,15.12.2014,0,6.30,037,021
4470,34443,523632,10.11.2014,1,37.00,063,007
4471,40612,525426,19.12.2014,0,26.00,037,022
4472,40154,17096,17.12.2014,2,23.00,107,075
4473,37793,560813,3.12.2014,1,20.00,063,007
4474,30418,588245,8.10.2014,1,16.00,063,042
4475,37397,566623,2.12.2014,1,10.00,107,008
4476,40716,539005,15.12.2014,0,6.30,037,021
4477,34340,523640,11.11.2014,1,37.00,063,027
4478,41036,525470,23.12.2014,1,26.00,063,022
4479,35268,17097,17.11.2014,2,23.00,063,027
4480,34345,561486,11.11.2014,1,20.00,063,028
4481,30480,588254,10.10.2014,1,16.00,063,042
4482,31410,566645,17.10.2014,1,10.00,063,008
4483,40710,539009,16.12.2014,0,6.30,037,021
4484,31925,523671,20.10.2014,1,37.00,063,022
4485,40463,525481,18.12.2014,0,26.00,037,022
4486,303,17103,9.1.2015,0,23.00,037,072
4487,35657,561532,20.11.2014,0,20.00,014,007
4488,40278,588283,20.12.2014,1,16.00,107,064
4489,752,566707,5.1.2015,1,10.00,063,008
4490,35011,539188,7.11.2014,0,6.30,014,075
4491,35225,523695,14.11.2014,1,37.00,063,022
4492,39303,525527,11.12.2014,1,26.00,107,022
4493,37840,17107,4.12.2014,0,23.00,037,042
4494,35937,561681,22.11.2014,1,20.00,063,021
4495,40271,588285,19.12.2014,1,16.00,107,064
4496,34256,566780,6.11.2014,1,10.00,063,076
4497,32414,539203,22.10.2014,0,6.30,037,031
4498,39134,523709,12.12.2014,1,37.00,107,007
4499,41121,525719,24.12.2014,1,26.00,063,022
4500,30308,17118,13.10.2014,0,23.00,037,007
4501,37319,561741,1.12.2014,1,20.00,063,001
4502,39428,588288,15.12.2014,1,16.00,107,064
4503,30016,566861,6.10.2014,1,10.00,063,072
4504,37255,539233,17.11.2014,0,6.30,037,018
4505,39027,523713,11.12.2014,2,37.00,107,007
4506,37601,525725,2.12.2014,1,26.00,107,075
4507,30595,17163,10.10.2014,1,23.00,063,072
4508,31814,562655,21.10.2014,1,20.00,063,028
4509,40259,588290,19.12.2014,1,16.00,107,064
4510,34102,566874,8.11.2014,1,10.00,063,008
4511,40714,539248,16.12.2014,0,6.30,037,021
4512,38805,523715,16.12.2014,0,37.00,037,007
4513,37602,525732,2.12.2014,1,26.00,107,075
4514,1413,17207,19.1.2015,0,23.00,037,013
4515,31486,562676,17.10.2014,1,20.00,063,038
4516,40262,588291,19.12.2014,1,16.00,107,064
4517,35459,566994,18.11.2014,1,10.00,063,072
4518,32483,539364,21.10.2014,0,6.30,037,021
4519,36576,523718,20.11.2014,1,37.00,107,022
4520,41104,525770,24.12.2014,1,26.00,063,022
4521,32617,17236,3.11.2014,0,23.00,037,021
4522,30862,562744,13.10.2014,1,20.00,063,026
4523,40264,588296,19.12.2014,1,16.00,107,064
4524,36076,566997,19.11.2014,1,10.00,107,072
4525,37257,540172,24.11.2014,0,6.30,037,018
4526,39298,523722,11.12.2014,1,37.00,107,022
4527,217,525790,6.1.2015,0,26.00,037,022
4528,39684,17243,17.12.2014,0,23.00,037,027
4529,36112,562752,18.11.2014,1,20.00,107,021
4530,39247,588297,12.12.2014,1,16.00,107,064
4531,35464,567000,18.11.2014,1,10.00,063,072
4532,32490,540186,22.10.2014,0,6.30,037,018
4533,37647,524432,28.11.2014,1,37.00,063,022
4534,797,525792,6.1.2015,1,26.00,063,022
4535,36436,17278,26.11.2014,0,23.00,014,021
4536,29920,562869,8.10.2014,0,20.00,037,021
4537,39243,588300,12.12.2014,1,16.00,107,064
4538,35572,567004,20.11.2014,0,10.00,014,072
4539,32520,540190,23.10.2014,0,6.30,037,018
4540,37633,524434,27.11.2014,1,37.00,063,022
4541,220,525793,6.1.2015,0,26.00,037,022
4542,39498,17312,16.12.2014,0,23.00,037,021
4543,39849,563113,18.12.2014,0,20.00,037,022
4544,40128,588307,18.12.2014,1,16.00,063,064
4545,36615,567118,26.11.2014,1,10.00,107,076
4546,30905,540295,10.10.2014,0,6.30,037,001
4547,37666,524472,28.11.2014,1,37.00,107,022
4548,805,525799,7.1.2015,1,26.00,063,022
4549,34024,17367,7.11.2014,1,23.00,063,028
4550,36970,564244,27.11.2014,0,20.00,037,018
4551,40126,588318,18.12.2014,1,16.00,063,064
4552,36803,567255,27.11.2014,1,10.00,063,072
4553,40984,541419,17.12.2014,0,6.30,037,021
4554,37811,524489,2.12.2014,0,37.00,037,022
4555,811,525801,7.1.2015,1,26.00,063,022
4556,38696,17379,11.12.2014,0,23.00,037,027
4557,40568,564248,22.12.2014,0,20.00,037,064
4558,40129,588320,18.12.2014,1,16.00,063,064
4559,741,567350,5.1.2015,1,10.00,063,076
4560,38703,542638,1.12.2014,0,6.30,037,001
4561,38006,524505,4.12.2014,1,37.00,063,022
4562,810,525806,7.1.2015,1,26.00,063,022
4563,31280,17388,20.10.2014,2,23.00,063,027
4564,1440,564270,12.1.2015,1,20.00,063,007
4565,34564,588331,10.11.2014,1,16.00,063,064
4566,33474,567439,4.11.2014,1,10.00,063,072
4567,38706,542639,1.12.2014,0,6.30,037,001
4568,37964,524513,5.12.2014,1,37.00,107,022
4569,39898,525830,18.12.2014,0,26.00,037,007
4570,40952,17389,31.12.2014,0,23.00,037,027
4571,35222,564305,13.11.2014,1,20.00,063,022
4572,34411,588336,11.11.2014,1,16.00,063,064
4573,34298,567446,5.11.2014,1,10.00,107,072
4574,38702,543537,2.12.2014,0,6.30,037,001
4575,39283,524540,8.12.2014,1,37.00,107,022
4576,36145,525872,24.11.2014,1,26.00,107,027
4577,1239,17401,15.1.2015,0,23.00,037,021
4578,29881,564359,3.10.2014,1,20.00,063,026
4579,34567,588337,10.11.2014,1,16.00,063,064
4580,33458,567680,4.11.2014,1,10.00,063,076
4581,33579,543799,10.11.2014,0,6.30,037,027
4582,39287,524543,9.12.2014,1,37.00,107,022
4583,409,525938,12.1.2015,0,26.00,037,007
4584,32234,17407,28.10.2014,0,23.00,037,064
4585,36192,565034,24.11.2014,1,20.00,107,008
4586,35872,588339,20.11.2014,1,16.00,063,064
4587,36623,567749,26.11.2014,1,10.00,107,008
4588,40857,544634,19.12.2014,0,6.30,037,001
4589,39288,524545,9.12.2014,1,37.00,107,022
4590,1444,525949,12.1.2015,1,26.00,063,007
4591,34457,17412,10.11.2014,2,23.00,063,075
4592,35505,565044,18.11.2014,1,20.00,063,008
4593,34413,588341,11.11.2014,1,16.00,063,064
4594,36874,567752,27.11.2014,1,10.00,063,008
4595,37305,545119,14.11.2014,0,6.30,037,018
4596,39289,524546,9.12.2014,1,37.00,107,022
4597,38679,526196,9.12.2014,1,26.00,063,007
4598,323,64472,9.1.2015,0,23.00,037,013
4599,36507,565117,25.11.2014,1,20.00,063,072
4600,34561,588344,10.11.2014,1,16.00,063,064
4601,35977,567753,21.11.2014,1,10.00,063,008
4602,40983,545282,18.12.2014,0,6.30,037,021
4603,35458,524965,18.11.2014,1,37.00,063,007
4604,36771,526280,27.11.2014,1,26.00,063,007
4605,31471,17431,16.10.2014,2,23.00,063,001
4606,36873,565227,27.11.2014,1,20.00,063,008
4607,35495,588348,14.11.2014,1,16.00,107,064
4608,36876,567766,27.11.2014,1,10.00,063,008
4609,36457,545599,6.11.2014,0,6.30,014,022
4610,35736,524973,19.11.2014,1,37.00,063,007
4611,33162,526764,30.10.2014,1,26.00,063,028
4612,37003,61607,28.11.2014,0,23.00,037,031
4613,31817,565383,22.10.2014,1,20.00,063,028
4614,34565,588351,10.11.2014,1,16.00,063,064
4615,36194,567768,24.11.2014,1,10.00,107,008
4616,37051,545675,28.11.2014,0,6.30,037,022
4617,35729,524975,19.11.2014,1,37.00,063,007
4618,86,526787,6.1.2015,0,26.00,037,075
4619,30141,17470,10.10.2014,0,23.00,037,075
4620,32115,565397,29.10.2014,0,20.00,014,072
4621,34559,588352,10.11.2014,1,16.00,063,064
4622,35366,567772,17.11.2014,1,10.00,063,008
4623,38923,545740,10.12.2014,0,6.30,037,013
4624,39296,525423,10.12.2014,1,37.00,107,022
4625,34762,526928,12.11.2014,1,26.00,063,007
4626,30600,17470,10.10.2014,1,23.00,063,075
4627,31289,565420,20.10.2014,1,20.00,063,072
4628,30716,588366,14.10.2014,1,16.00,063,042
4629,1318,567845,9.1.2015,1,10.00,063,008
4630,32473,545858,20.10.2014,0,6.30,037,075
4631,39293,525427,10.12.2014,1,37.00,107,022
4632,37978,526946,5.12.2014,0,26.00,037,018
4633,33687,17490,11.11.2014,0,23.00,037,005
4634,31872,565428,22.10.2014,1,20.00,063,072
4635,32214,588371,23.10.2014,1,16.00,063,042
4636,30286,567897,8.10.2014,1,10.00,063,072
4637,38704,546278,1.12.2014,0,6.30,037,001
4638,39294,525429,10.12.2014,1,37.00,107,022
4639,32636,526979,27.10.2014,1,26.00,063,022
4640,33699,17491,3.11.2014,2,23.00,063,005
4641,32023,565430,21.10.2014,1,20.00,063,072
4642,33036,588381,28.10.2014,1,16.00,107,042
4643,31172,568011,15.10.2014,1,10.00,063,072
4644,37102,546533,28.11.2014,0,6.30,037,021
4645,40611,525438,19.12.2014,0,37.00,037,022
4646,33892,526990,12.11.2014,0,26.00,037,013
4647,33195,17492,6.11.2014,0,23.00,037,005
4648,33173,565437,30.10.2014,1,20.00,063,072
4649,37751,588515,3.12.2014,1,16.00,063,075
4650,31329,568033,20.10.2014,1,10.00,063,008
4651,32476,547246,20.10.2014,0,6.30,037,005
4652,40478,525463,19.12.2014,0,37.00,037,022
4653,37557,527237,1.12.2014,1,26.00,063,075
4654,34285,17519,5.11.2014,1,23.00,107,072
4655,34327,565442,5.11.2014,1,20.00,107,072
4656,38964,588916,10.12.2014,1,16.00,107,064
4657,30742,568106,14.10.2014,1,10.00,063,072
4658,32485,547322,21.10.2014,0,6.30,037,021
4659,39829,525464,15.12.2014,1,37.00,063,022
4660,1662,527428,16.1.2015,0,26.00,037,022
4661,31630,17537,24.10.2014,0,23.00,037,024
4662,32419,565591,24.10.2014,1,20.00,063,076
4663,38969,588917,10.12.2014,1,16.00,107,064
4664,30743,568107,14.10.2014,1,10.00,063,072
4665,763,547389,14.1.2015,0,6.30,037,075
4666,39932,525472,16.12.2014,1,37.00,107,022
4667,1659,527434,20.1.2015,0,26.00,037,022
4668,37703,17538,3.12.2014,0,23.00,037,024
4669,759,565696,5.1.2015,1,20.00,063,008
4670,38406,588925,8.12.2014,1,16.00,107,064
4671,30755,568111,14.10.2014,1,10.00,063,072
4672,36789,547526,18.11.2014,0,6.30,037,075
